"Id","Indicator","CollectionFrequency","YearType","Year","Total","Apr","May","Jun","Q1","Jul","Aug","Sep","Q2","Oct","Nov","Dec","Q3","Jan","Feb","Mar","Q4","Polarity"
"LIB01-I","Library Visits - Huntington Library","Monthly","Financial Year","2020/2021","2343.00","0.00","0.00","0.00","0.00","0.00","0.00","783.00","783.00","843.00","117.00","534.00","1494.00","66.00","0.00","0.00","66.00","Up is Good"
"LIB01-I","Library Visits - Huntington Library","Monthly","Financial Year","2021/2022","12812.00","535.00","782.00","895.00","2212.00","962.00","1096.00","1109.00","3167.00","1384.00","1446.00","852.00","3682.00","1224.00","1098.00","1429.00","3751.00","Up is Good"
"LIB01-I","Library Visits - Huntington Library","Monthly","Financial Year","2022/2023","","1312.00","1485.00","1263.00","4060.00","1782.00","1680.00","1671.00","5133.00","1564.00","1674.00","1149.00","4387.00","","","","","Up is Good"
"LIB01-J","Library Visits - Mobile Library","Monthly","Financial Year","2011/2012","13537.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-J","Library Visits - Mobile Library","Monthly","Financial Year","2012/2013","8568.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-J","Library Visits - Mobile Library","Monthly","Financial Year","2013/2014","9114.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-J","Library Visits - Mobile Library","Monthly","Financial Year","2014/2015","9605.00","826.00","772.00","733.00","2331.00","1005.00","710.00","851.00","2566.00","971.00","640.00","671.00","2282.00","840.00","747.00","839.00","2426.00","Up is Good"
"LIB01-J","Library Visits - Mobile Library","Monthly","Financial Year","2015/2016","11323.00","730.00","708.00","883.00","2321.00","857.00","694.00","875.00","2426.00","750.00","920.00","1230.00","2900.00","1087.00","1328.00","1261.00","3676.00","Up is Good"
"LIB01-J","Library Visits - Mobile Library","Monthly","Financial Year","2016/2017","13285.00","1130.00","747.00","1565.00","3442.00","1333.00","1290.00","1787.00","4410.00","1316.00","574.00","981.00","2871.00","597.00","1073.00","892.00","2562.00","Up is Good"
"LIB01-J","Library Visits - Mobile Library","Monthly","Financial Year","2017/2018","14091.00","731.00","1396.00","1415.00","3542.00","1209.00","747.00","1132.00","3088.00","1570.00","1061.00","1075.00","3706.00","1462.00","1212.00","1081.00","3755.00","Up is Good"
"LIB01-J","Library Visits - Mobile Library","Monthly","Financial Year","2018/2019","14149.00","1163.00","1439.00","2541.00","5143.00","994.00","958.00","1491.00","3443.00","1484.00","490.00","705.00","2679.00","1088.00","987.00","809.00","2884.00","Up is Good"
"LIB01-J","Library Visits - Mobile Library","Monthly","Financial Year","2019/2020","10083.00","856.00","1166.00","1457.00","3479.00","1117.00","958.00","914.00","2989.00","880.00","0.00","308.00","1188.00","912.00","773.00","742.00","2427.00","Up is Good"
"LIB01-J","Library Visits - Mobile Library","Monthly","Financial Year","2020/2021","656.00","0.00","0.00","0.00","0.00","83.00","181.00","214.00","478.00","158.00","20.00","0.00","178.00","0.00","0.00","0.00","0.00","Up is Good"
"LIB01-J","Library Visits - Mobile Library","Monthly","Financial Year","2021/2022","5977.00","192.00","516.00","901.00","1609.00","657.00","291.00","685.00","1633.00","431.00","479.00","78.00","988.00","533.00","469.00","745.00","1747.00","Up is Good"
"LIB01-J","Library Visits - Mobile Library","Monthly","Financial Year","2022/2023","","745.00","664.00","1427.00","2836.00","477.00","363.00","395.00","1235.00","327.00","530.00","178.00","1035.00","","","","","Up is Good"
"LIB01-K","Library Visits - New Earswick Library","Monthly","Financial Year","2011/2012","28272.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-K","Library Visits - New Earswick Library","Monthly","Financial Year","2012/2013","25239.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-K","Library Visits - New Earswick Library","Monthly","Financial Year","2013/2014","25651.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-K","Library Visits - New Earswick Library","Monthly","Financial Year","2014/2015","23135.00","1791.00","2215.00","2314.00","6320.00","2391.00","2031.00","2024.00","6446.00","2103.00","1834.00","1275.00","5212.00","1836.00","1513.00","1808.00","5157.00","Up is Good"
"LIB01-K","Library Visits - New Earswick Library","Monthly","Financial Year","2015/2016","21963.00","1663.00","1479.00","1880.00","5022.00","1699.00","1345.00","1663.00","4707.00","2020.00","2083.00","1630.00","5733.00","2379.00","2014.00","2108.00","6501.00","Up is Good"
"LIB01-K","Library Visits - New Earswick Library","Monthly","Financial Year","2016/2017","24331.00","1975.00","1918.00","1906.00","5799.00","1718.00","2028.00","2149.00","5895.00","2102.00","2506.00","1511.00","6119.00","2242.00","1807.00","2469.00","6518.00","Up is Good"
"LIB01-K","Library Visits - New Earswick Library","Monthly","Financial Year","2017/2018","24544.00","1824.00","2160.00","2109.00","6093.00","2199.00","1686.00","2245.00","6130.00","2461.00","2207.00","1565.00","6233.00","2256.00","1798.00","2034.00","6088.00","Up is Good"
"LIB01-K","Library Visits - New Earswick Library","Monthly","Financial Year","2018/2019","17509.00","1891.00","1032.00","1234.00","4157.00","1417.00","1557.00","1849.00","4823.00","1445.00","1571.00","1011.00","4027.00","1540.00","1326.00","1636.00","4502.00","Up is Good"
"LIB01-K","Library Visits - New Earswick Library","Monthly","Financial Year","2019/2020","18744.00","1649.00","1520.00","1475.00","4644.00","1931.00","1841.00","1438.00","5210.00","1750.00","1616.00","1310.00","4676.00","1655.00","1559.00","1000.00","4214.00","Up is Good"
"LIB01-K","Library Visits - New Earswick Library","Monthly","Financial Year","2020/2021","1983.00","0.00","0.00","0.00","0.00","0.00","110.00","432.00","542.00","877.00","222.00","294.00","1393.00","48.00","0.00","0.00","48.00","Up is Good"
"LIB01-K","Library Visits - New Earswick Library","Monthly","Financial Year","2021/2022","14006.00","476.00","846.00","1052.00","2374.00","1167.00","1114.00","1112.00","3393.00","1296.00","1375.00","1125.00","3796.00","1454.00","1316.00","1673.00","4443.00","Up is Good"
"LIB01-K","Library Visits - New Earswick Library","Monthly","Financial Year","2022/2023","","1553.00","1670.00","1704.00","4927.00","1656.00","2264.00","2167.00","6087.00","2309.00","2461.00","1719.00","6489.00","","","","","Up is Good"
"LIB01-L","Library Visits - Poppleton Library","Monthly","Financial Year","2011/2012","27506.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-L","Library Visits - Poppleton Library","Monthly","Financial Year","2012/2013","22482.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-L","Library Visits - Poppleton Library","Monthly","Financial Year","2013/2014","23157.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-L","Library Visits - Poppleton Library","Monthly","Financial Year","2014/2015","23641.00","1617.00","1788.00","1981.00","5386.00","2241.00","2227.00","2215.00","6683.00","2265.00","1986.00","1542.00","5793.00","2229.00","1730.00","1820.00","5779.00","Up is Good"
"LIB01-L","Library Visits - Poppleton Library","Monthly","Financial Year","2015/2016","20903.00","1704.00","1584.00","1669.00","4957.00","1826.00","1561.00","1650.00","5037.00","1794.00","1862.00","1543.00","5199.00","1952.00","1895.00","1863.00","5710.00","Up is Good"
"LIB01-L","Library Visits - Poppleton Library","Monthly","Financial Year","2016/2017","21952.00","1839.00","1700.00","2016.00","5555.00","2139.00","2084.00","1994.00","6217.00","1781.00","1623.00","1315.00","4719.00","1881.00","1604.00","1976.00","5461.00","Up is Good"
"LIB01-L","Library Visits - Poppleton Library","Monthly","Financial Year","2017/2018","23137.00","1585.00","1963.00","1937.00","5485.00","2148.00","1975.00","2027.00","6150.00","1912.00","1898.00","1684.00","5494.00","2196.00","1798.00","2014.00","6008.00","Up is Good"
"LIB01-L","Library Visits - Poppleton Library","Monthly","Financial Year","2018/2019","22471.00","1975.00","1665.00","2033.00","5673.00","2029.00","1964.00","1736.00","5729.00","1938.00","1911.00","1271.00","5120.00","1900.00","1766.00","2283.00","5949.00","Up is Good"
"LIB01-L","Library Visits - Poppleton Library","Monthly","Financial Year","2019/2020","21276.00","1865.00","1771.00","1800.00","5436.00","1970.00","1800.00","1844.00","5614.00","2106.00","1946.00","1195.00","5247.00","1982.00","1660.00","1337.00","4979.00","Up is Good"
"LIB01-L","Library Visits - Poppleton Library","Monthly","Financial Year","2020/2021","2578.00","0.00","0.00","0.00","0.00","0.00","0.00","826.00","826.00","932.00","174.00","573.00","1679.00","73.00","0.00","0.00","73.00","Up is Good"
"LIB01-L","Library Visits - Poppleton Library","Monthly","Financial Year","2021/2022","11002.00","479.00","714.00","803.00","1996.00","937.00","935.00","1152.00","3024.00","958.00","978.00","801.00","2737.00","1082.00","991.00","1172.00","3245.00","Up is Good"
"LIB01-L","Library Visits - Poppleton Library","Monthly","Financial Year","2022/2023","","1115.00","1093.00","1103.00","3311.00","1329.00","1564.00","1399.00","4292.00","1408.00","1381.00","1020.00","3809.00","","","","","Up is Good"
"LIB01-M","Library Visits - Rowntree Park Reading Cafe","Monthly","Financial Year","2011/2012","NA","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-M","Library Visits - Rowntree Park Reading Cafe","Monthly","Financial Year","2012/2013","48264.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-M","Library Visits - Rowntree Park Reading Cafe","Monthly","Financial Year","2013/2014","89478.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-M","Library Visits - Rowntree Park Reading Cafe","Monthly","Financial Year","2014/2015","81155.00","7235.00","5738.00","6051.00","19024.00","9766.00","10020.00","7173.00","26959.00","7694.00","6406.00","5938.00","20038.00","4882.00","3646.00","6606.00","15134.00","Up is Good"
"LIB01-M","Library Visits - Rowntree Park Reading Cafe","Monthly","Financial Year","2015/2016","83516.00","9524.00","7582.00","7912.00","25018.00","9484.00","9398.00","8372.00","27254.00","8316.00","4044.00","2172.00","14532.00","2868.00","6092.00","7752.00","16712.00","Up is Good"
"LIB01-M","Library Visits - Rowntree Park Reading Cafe","Monthly","Financial Year","2016/2017","90174.00","7856.00","9436.00","8162.00","25454.00","10018.00","11862.00","8970.00","30850.00","6190.00","4858.00","3860.00","14908.00","5710.00","5938.00","7314.00","18962.00","Up is Good"
"LIB01-M","Library Visits - Rowntree Park Reading Cafe","Monthly","Financial Year","2017/2018","93253.00","8949.00","9616.00","8652.00","27217.00","9068.00","10871.00","10869.00","30808.00","7366.00","5744.00","4214.00","17324.00","4586.00","5676.00","7642.00","17904.00","Up is Good"
"LIB01-M","Library Visits - Rowntree Park Reading Cafe","Monthly","Financial Year","2018/2019","101265.00","6916.00","9802.00","8488.00","25206.00","11585.00","11365.00","9575.00","32525.00","9420.00","6933.00","4130.00","20483.00","6833.00","8363.00","7855.00","23051.00","Up is Good"
"LIB01-M","Library Visits - Rowntree Park Reading Cafe","Monthly","Financial Year","2019/2020","89788.00","8416.00","8480.00","7748.00","24644.00","11005.00","11370.00","9418.00","31793.00","6133.00","6410.00","5435.00","17978.00","7905.00","4825.00","2643.00","15373.00","Up is Good"
"LIB01-M","Library Visits - Rowntree Park Reading Cafe","Monthly","Financial Year","2020/2021","62172.00","0.00","0.00","0.00","0.00","7705.00","11043.00","9978.00","28726.00","9293.00","4345.00","5785.00","19423.00","2888.00","2130.00","9005.00","14023.00","Up is Good"
"LIB01-M","Library Visits - Rowntree Park Reading Cafe","Monthly","Financial Year","2021/2022","93408.00","9112.00","7936.00","8670.00","25718.00","9330.00","10354.00","9264.00","28948.00","8140.00","7064.00","5156.00","20360.00","7810.00","5066.00","5506.00","18382.00","Up is Good"
"LIB01-M","Library Visits - Rowntree Park Reading Cafe","Monthly","Financial Year","2022/2023","","9888.00","9324.00","9478.00","28690.00","8792.00","10868.00","7876.00","27536.00","8232.00","5114.00","4772.00","18118.00","","","","","Up is Good"
"LIB01-N","Library Visits - Strensall Library","Monthly","Financial Year","2011/2012","21533.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-N","Library Visits - Strensall Library","Monthly","Financial Year","2012/2013","20163.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-N","Library Visits - Strensall Library","Monthly","Financial Year","2013/2014","20903.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-N","Library Visits - Strensall Library","Monthly","Financial Year","2014/2015","20107.00","1552.00","1505.00","1771.00","4828.00","2387.00","1832.00","1799.00","6018.00","1578.00","1754.00","1212.00","4544.00","1641.00","1489.00","1587.00","4717.00","Up is Good"
"LIB01-N","Library Visits - Strensall Library","Monthly","Financial Year","2015/2016","17120.00","1333.00","1382.00","1617.00","4332.00","1884.00","1703.00","1681.00","5268.00","1352.00","1367.00","1081.00","3800.00","1388.00","1110.00","1222.00","3720.00","Up is Good"
"LIB01-N","Library Visits - Strensall Library","Monthly","Financial Year","2016/2017","13957.00","1190.00","1339.00","963.00","3492.00","1091.00","1393.00","1331.00","3815.00","1249.00","1152.00","794.00","3195.00","1279.00","994.00","1182.00","3455.00","Up is Good"
"LIB01-N","Library Visits - Strensall Library","Monthly","Financial Year","2017/2018","13129.00","950.00","917.00","1093.00","2960.00","1103.00","1336.00","1204.00","3643.00","1120.00","1183.00","753.00","3056.00","1217.00","1158.00","1095.00","3470.00","Up is Good"
"LIB01-N","Library Visits - Strensall Library","Monthly","Financial Year","2018/2019","12111.00","1255.00","878.00","956.00","3089.00","1183.00","1207.00","1001.00","3391.00","1228.00","1065.00","555.00","2848.00","1090.00","886.00","807.00","2783.00","Up is Good"
"LIB01-N","Library Visits - Strensall Library","Monthly","Financial Year","2019/2020","14955.00","914.00","1094.00","1026.00","3034.00","1392.00","1524.00","1409.00","4325.00","1452.00","1259.00","965.00","3676.00","1672.00","1394.00","854.00","3920.00","Up is Good"
"LIB01-N","Library Visits - Strensall Library","Monthly","Financial Year","2020/2021","2318.00","0.00","0.00","0.00","0.00","0.00","0.00","741.00","741.00","893.00","116.00","525.00","1534.00","43.00","0.00","0.00","43.00","Up is Good"
"LIB01-N","Library Visits - Strensall Library","Monthly","Financial Year","2021/2022","11085.00","558.00","791.00","852.00","2201.00","920.00","1141.00","1034.00","3095.00","1009.00","1014.00","702.00","2725.00","961.00","1015.00","1088.00","3064.00","Up is Good"
"LIB01-N","Library Visits - Strensall Library","Monthly","Financial Year","2022/2023","","980.00","1038.00","1012.00","3030.00","1104.00","1183.00","1131.00","3418.00","1182.00","1052.00","936.00","3170.00","","","","","Up is Good"
"LIB01-O","Library Visits - Sycamore House Reading Cafe","Monthly","Financial Year","2011/2012","NA","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-O","Library Visits - Sycamore House Reading Cafe","Monthly","Financial Year","2012/2013","NA","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-O","Library Visits - Sycamore House Reading Cafe","Monthly","Financial Year","2013/2014","300.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-O","Library Visits - Sycamore House Reading Cafe","Monthly","Financial Year","2014/2015","2597.00","23.00","20.00","323.00","366.00","373.00","353.00","401.00","1127.00","331.00","263.00","206.00","800.00","142.00","65.00","97.00","304.00","Up is Good"
"LIB01-O","Library Visits - Sycamore House Reading Cafe","Monthly","Financial Year","2015/2016","718.00","86.00","61.00","66.00","213.00","97.00","47.00","54.00","198.00","56.00","59.00","46.00","161.00","31.00","49.00","66.00","146.00","Up is Good"
"LIB01-O","Library Visits - Sycamore House Reading Cafe","Monthly","Financial Year","2016/2017","624.00","72.00","57.00","62.00","191.00","52.00","72.00","53.00","177.00","56.00","53.00","24.00","133.00","49.00","43.00","31.00","123.00","Up is Good"
"LIB01-O","Library Visits - Sycamore House Reading Cafe","Monthly","Financial Year","2017/2018","255.00","24.00","9.00","0.00","33.00","5.00","32.00","38.00","75.00","27.00","31.00","14.00","72.00","41.00","18.00","16.00","75.00","Up is Good"
"LIB01-O","Library Visits - Sycamore House Reading Cafe","Monthly","Financial Year","2018/2019","NC","15.00","23.00","7.00","45.00","8.00","NA","NA","8.00","NC","NC","NC","NC","NC","NC","NC","NC","Up is Good"
"LIB01-P","Library Visits - Burnholme/Tang Hall Explore","Monthly","Financial Year","2011/2012","55832.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-P","Library Visits - Burnholme/Tang Hall Explore","Monthly","Financial Year","2012/2013","54049.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-P","Library Visits - Burnholme/Tang Hall Explore","Monthly","Financial Year","2013/2014","56083.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-P","Library Visits - Burnholme/Tang Hall Explore","Monthly","Financial Year","2014/2015","62651.00","4459.00","4462.00","5277.00","14198.00","6155.00","6473.00","5978.00","18606.00","6135.00","5243.00","4044.00","15422.00","5088.00","4552.00","4785.00","14425.00","Up is Good"
"LIB01-P","Library Visits - Burnholme/Tang Hall Explore","Monthly","Financial Year","2015/2016","55909.00","4172.00","4319.00","4579.00","13070.00","5646.00","5170.00","4873.00","15689.00","5065.00","4879.00","3507.00","13451.00","4578.00","4537.00","4584.00","13699.00","Up is Good"
"LIB01-P","Library Visits - Burnholme/Tang Hall Explore","Monthly","Financial Year","2016/2017","57463.00","4902.00","4129.00","5281.00","14312.00","5489.00","5552.00","5091.00","16132.00","4938.00","4290.00","4197.00","13425.00","4361.00","4343.00","4890.00","13594.00","Up is Good"
"LIB01-P","Library Visits - Burnholme/Tang Hall Explore","Monthly","Financial Year","2017/2018","55352.00","4058.00","4821.00","4563.00","13442.00","5332.00","5454.00","4867.00","15653.00","5159.00","4375.00","3598.00","13132.00","4568.00","3932.00","4625.00","13125.00","Up is Good"
"LIB01-P","Library Visits - Burnholme/Tang Hall Explore","Monthly","Financial Year","2018/2019","119008.00","4446.00","3894.00","4385.00","12725.00","11093.00","10244.00","11196.00","32533.00","12966.00","13294.00","9890.00","36150.00","12368.00","11763.00","13469.00","37600.00","Up is Good"
"LIB01-P","Library Visits - Burnholme/Tang Hall Explore","Monthly","Financial Year","2019/2020","153294.00","10513.00","13282.00","12496.00","36291.00","13576.00","11652.00","13558.00","38786.00","14579.00","14532.00","12063.00","41174.00","15009.00","13209.00","8825.00","37043.00","Up is Good"
"LIB01-P","Library Visits - Burnholme/Tang Hall Explore","Monthly","Financial Year","2020/2021","15162.00","0.00","0.00","0.00","0.00","1320.00","1475.00","2634.00","5429.00","3394.00","1259.00","2146.00","6799.00","1044.00","844.00","1046.00","2934.00","Up is Good"
"LIB01-P","Library Visits - Burnholme/Tang Hall Explore","Monthly","Financial Year","2021/2022","83347.00","2444.00","3454.00","5174.00","11072.00","4888.00","5966.00","7438.00","18292.00","8757.00","9633.00","6948.00","25338.00","9018.00","9405.00","10222.00","28645.00","Up is Good"
"LIB01-P","Library Visits - Burnholme/Tang Hall Explore","Monthly","Financial Year","2022/2023","","7734.00","10195.00","10227.00","28156.00","9267.00","8622.00","10104.00","27993.00","11820.00","11739.00","9249.00","32808.00","","","","","Up is Good"
"LIB01-Q","Library Visits - York Explore","Monthly","Financial Year","2011/2012","518511.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-Q","Library Visits - York Explore","Monthly","Financial Year","2012/2013","515875.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-Q","Library Visits - York Explore","Monthly","Financial Year","2013/2014","483573.00","","","","","","","","","","","","","","","","","Up is Good"
"LIB01-Q","Library Visits - York Explore","Monthly","Financial Year","2014/2015","194963.00","35664.00","36252.00","0.00","71916.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","39963.00","39939.00","43145.00","123047.00","Up is Good"
"LIB01-Q","Library Visits - York Explore","Monthly","Financial Year","2015/2016","455837.00","37973.00","37353.00","37627.00","112953.00","42530.00","42003.00","39279.00","123812.00","40212.00","35968.00","28785.00","104965.00","39249.00","39224.00","35634.00","114107.00","Up is Good"
"LIB01-Q","Library Visits - York Explore","Monthly","Financial Year","2016/2017","437009.00","39885.00","34298.00","37905.00","112088.00","37370.00","43645.00","34093.00","115108.00","36612.00","34160.00","29914.00","100686.00","35898.00","34340.00","38889.00","109127.00","Up is Good"
"LIB01-Q","Library Visits - York Explore","Monthly","Financial Year","2017/2018","426440.00","33625.00","35714.00","36574.00","105913.00","38066.00","40772.00","35790.00","114628.00","37307.00","35458.00","29247.00","102012.00","35614.00","32716.00","35557.00","103887.00","Up is Good"
"LIB01-Q","Library Visits - York Explore","Monthly","Financial Year","2018/2019","409646.00","35189.00","32967.00","34722.00","102878.00","40951.00","36213.00","33310.00","110474.00","35276.00","32475.00","26639.00","94390.00","35867.00","32732.00","33305.00","101904.00","Up is Good"
"LIB01-Q","Library Visits - York Explore","Monthly","Financial Year","2019/2020","374576.00","31269.00","33186.00","34703.00","99158.00","34422.00","37806.00","32460.00","104688.00","34851.00","29893.00","25346.00","90090.00","32193.00","30606.00","17841.00","80640.00","Up is Good"
"LIB01-Q","Library Visits - York Explore","Monthly","Financial Year","2020/2021","39254.00","0.00","0.00","0.00","0.00","3200.00","3657.00","7168.00","14025.00","9225.00","3294.00","5188.00","17707.00","2385.00","2276.00","2861.00","7522.00","Up is Good"
"LIB01-Q","Library Visits - York Explore","Monthly","Financial Year","2021/2022","180564.00","5701.00","7490.00","9149.00","22340.00","11400.00","17831.00","16841.00","46072.00","18645.00","18890.00","14046.00","51581.00","17437.00","18911.00","24223.00","60571.00","Up is Good"
"LIB01-Q","Library Visits - York Explore","Monthly","Financial Year","2022/2023","","20460.00","22722.00","21505.00","64687.00","23790.00","26425.00","23746.00","73961.00","26976.00","25494.00","19955.00","72425.00","","","","","Up is Good"
"LIB01-S","Library Visits - Homestead Park","Monthly","Financial Year","2016/2017","54488.00","NA","1030.00","7224.00","8254.00","11971.00","18417.00","8242.00","38630.00","4564.00","1103.00","729.00","6396.00","500.00","468.00","240.00","1208.00","Up is Good"
"LIB01-S","Library Visits - Homestead Park","Monthly","Financial Year","2017/2018","42693.00","3552.00","7185.00","6714.00","17451.00","8260.00","10129.00","3422.00","21811.00","1782.00","827.00","0.00","2609.00","0.00","0.00","822.00","822.00","Up is Good"
"LIB01-S","Library Visits - Homestead Park","Monthly","Financial Year","2018/2019","32875.00","1454.00","4248.00","5268.00","10970.00","9300.00","9883.00","2147.00","21330.00","485.00","90.00","0.00","575.00","0.00","0.00","0.00","0.00","Up is Good"
"LIB01-S","Library Visits - Homestead Park","Monthly","Financial Year","2019/2020","31418.00","4378.00","4518.00","3576.00","12472.00","7198.00","8775.00","2790.00","18763.00","183.00","0.00","0.00","183.00","0.00","0.00","0.00","0.00","Up is Good"
"LIB01-S","Library Visits - Homestead Park","Monthly","Financial Year","2020/2021","13753.00","0.00","0.00","0.00","0.00","6150.00","6280.00","1323.00","13753.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Up is Good"
"LIB01-S","Library Visits - Homestead Park","Monthly","Financial Year","2021/2022","18596.00","52.00","3428.00","4770.00","8250.00","3804.00","5000.00","1542.00","10346.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Up is Good"
"LIB01-S","Library Visits - Homestead Park","Monthly","Financial Year","2022/2023","","3988.00","2652.00","3324.00","9964.00","3722.00","7108.00","1352.00","12182.00","0.00","0.00","0.00","0.00","","","","","Up is Good"
"LIB02","Books Borrowed - All Libraries","Monthly","Financial Year","2014/2015","778615.00","73746.00","75121.00","58717.00","207584.00","67812.00","68830.00","61544.00","198186.00","60823.00","55451.00","44485.00","160759.00","73770.00","66349.00","71967.00","212086.00","Up is Good"
"LIB02","Books Borrowed - All Libraries","Monthly","Financial Year","2015/2016","819179.00","65248.00","68960.00","65624.00","199832.00","77734.00","74421.00","69316.00","221471.00","71752.00","65424.00","56419.00","193595.00","66777.00","67961.00","69543.00","204281.00","Up is Good"
"LIB02","Books Borrowed - All Libraries","Monthly","Financial Year","2016/2017","800300.00","70520.00","65923.00","65844.00","202287.00","71665.00","75737.00","66381.00","213783.00","66940.00","62730.00","55465.00","185135.00","68331.00","61815.00","68949.00","199095.00","Up is Good"
"LIB02","Books Borrowed - All Libraries","Monthly","Financial Year","2017/2018","788861.00","63486.00","65397.00","63473.00","192356.00","71603.00","75689.00","67248.00","214540.00","69229.00","62433.00","54174.00","185836.00","67048.00","60639.00","68442.00","196129.00","Up is Good"
"LIB02","Books Borrowed - All Libraries","Monthly","Financial Year","2018/2019","762434.00","65549.00","62012.00","60745.00","188306.00","69611.00","74311.00","64244.00","208166.00","66830.00","63554.00","48996.00","179380.00","67402.00","56939.00","62241.00","186582.00","Up is Good"
"LIB02","Books Borrowed - All Libraries","Monthly","Financial Year","2019/2020","736616.00","62433.00","61311.00","58492.00","182236.00","68057.00","72578.00","61606.00","202241.00","65080.00","61065.00","50693.00","176838.00","64565.00","61446.00","49290.00","175301.00","Up is Good"
"LIB02","Books Borrowed - All Libraries","Monthly","Financial Year","2020/2021","497380.00","23358.00","30053.00","25641.00","79052.00","29153.00","34455.00","57060.00","120668.00","75082.00","46637.00","46345.00","168064.00","45874.00","40534.00","43188.00","129596.00","Up is Good"
"LIB02","Books Borrowed - All Libraries","Monthly","Financial Year","2021/2022","942896.00","61737.00","75250.00","73556.00","210543.00","80959.00","86059.00","80158.00","247176.00","84931.00","81846.00","69947.00","236724.00","84623.00","77470.00","86360.00","248453.00","Up is Good"
"LIB02","Books Borrowed - All Libraries","Monthly","Financial Year","2022/2023","","83411.00","86865.00","80312.00","250588.00","93228.00","96978.00","87208.00","277414.00","93843.00","87472.00","76508.00","257823.00","","","","","Up is Good"
"LIB02-A","Books Borrowed - Acomb Explore","Monthly","Financial Year","2014/2015","135082.00","9566.00","10401.00","11169.00","31136.00","14831.00","14708.00","12672.00","42211.00","12510.00","11704.00","8511.00","32725.00","10478.00","8812.00","9720.00","29010.00","Up is Good"
"LIB02-A","Books Borrowed - Acomb Explore","Monthly","Financial Year","2015/2016","106081.00","8604.00","8990.00","8260.00","25854.00","11062.00","10041.00","8677.00","29780.00","9595.00","8418.00","6949.00","24962.00","8248.00","9031.00","8206.00","25485.00","Up is Good"
"LIB02-A","Books Borrowed - Acomb Explore","Monthly","Financial Year","2016/2017","101417.00","9062.00","8254.00","8255.00","25571.00","9688.00","10033.00","8991.00","28712.00","7816.00","7797.00","6998.00","22611.00","8414.00","7580.00","8529.00","24523.00","Up is Good"
"LIB02-A","Books Borrowed - Acomb Explore","Monthly","Financial Year","2017/2018","96494.00","7787.00","8022.00","7593.00","23402.00","9484.00","10167.00","8375.00","28026.00","7945.00","7599.00","6329.00","21873.00","7623.00","7078.00","8492.00","23193.00","Up is Good"
"LIB02-A","Books Borrowed - Acomb Explore","Monthly","Financial Year","2018/2019","93294.00","8191.00","7618.00","7350.00","23159.00","8723.00","9359.00","7690.00","25772.00","7883.00","7766.00","6275.00","21924.00","7705.00","7050.00","7684.00","22439.00","Up is Good"
"LIB02-A","Books Borrowed - Acomb Explore","Monthly","Financial Year","2019/2020","92134.00","7549.00","7320.00","7042.00","21911.00","9133.00","9609.00","7775.00","26517.00","8151.00","7334.00","6397.00","21882.00","8074.00","7744.00","6006.00","21824.00","Up is Good"
"LIB02-A","Books Borrowed - Acomb Explore","Monthly","Financial Year","2020/2021","21481.00","0.00","67.00","0.00","67.00","1398.00","1289.00","3557.00","6244.00","5895.00","2056.00","2231.00","10182.00","1805.00","1631.00","1552.00","4988.00","Up is Good"
"LIB02-A","Books Borrowed - Acomb Explore","Monthly","Financial Year","2021/2022","78578.00","3511.00","5323.00","5457.00","14291.00","7178.00","7758.00","7247.00","22183.00","7590.00","7318.00","5754.00","20662.00","7304.00","6696.00","7442.00","21442.00","Up is Good"
"LIB02-A","Books Borrowed - Acomb Explore","Monthly","Financial Year","2022/2023","","7466.00","7661.00","6890.00","22017.00","9725.00","10098.00","8034.00","27857.00","8313.00","7491.00","6486.00","22290.00","","","","","Up is Good"
