indicator_id,Indicator,CollectionFrequency,financialYear,Total,Apr,May,Jun,Q1,Jul,Aug,Sep,Q2,Oct,Nov,Dec,Q3,Jan,Feb,Mar,Q4,Polarity,Activity,LibraryName
LIB01-J,Library Visits - Mobile Library,Monthly,2022-03-31,5977.00,192.0,516.0,901.0,1609.0,657.0,291.0,685.0,1633.00,431.00,479.00,78.00,988.00,533.00,469.00,745.00,1747.00,Up is Good,Library Visits,Mobile Library
LIB01-J,Library Visits - Mobile Library,Monthly,2023-03-31,,745.0,664.0,1427.0,2836.0,477.0,363.0,395.0,1235.00,327.00,530.00,178.00,1035.00,,,,,Up is Good,Library Visits,Mobile Library
LIB01-K,Library Visits - New Earswick Library,Monthly,2012-03-31,28272.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,New Earswick Library
LIB01-K,Library Visits - New Earswick Library,Monthly,2013-03-31,25239.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,New Earswick Library
LIB01-K,Library Visits - New Earswick Library,Monthly,2014-03-31,25651.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,New Earswick Library
LIB01-K,Library Visits - New Earswick Library,Monthly,2015-03-31,23135.00,1791.0,2215.0,2314.0,6320.0,2391.0,2031.0,2024.0,6446.00,2103.00,1834.00,1275.00,5212.00,1836.00,1513.00,1808.00,5157.00,Up is Good,Library Visits,New Earswick Library
LIB01-K,Library Visits - New Earswick Library,Monthly,2016-03-31,21963.00,1663.0,1479.0,1880.0,5022.0,1699.0,1345.0,1663.0,4707.00,2020.00,2083.00,1630.00,5733.00,2379.00,2014.00,2108.00,6501.00,Up is Good,Library Visits,New Earswick Library
LIB01-K,Library Visits - New Earswick Library,Monthly,2017-03-31,24331.00,1975.0,1918.0,1906.0,5799.0,1718.0,2028.0,2149.0,5895.00,2102.00,2506.00,1511.00,6119.00,2242.00,1807.00,2469.00,6518.00,Up is Good,Library Visits,New Earswick Library
LIB01-K,Library Visits - New Earswick Library,Monthly,2018-03-31,24544.00,1824.0,2160.0,2109.0,6093.0,2199.0,1686.0,2245.0,6130.00,2461.00,2207.00,1565.00,6233.00,2256.00,1798.00,2034.00,6088.00,Up is Good,Library Visits,New Earswick Library
LIB01-K,Library Visits - New Earswick Library,Monthly,2019-03-31,17509.00,1891.0,1032.0,1234.0,4157.0,1417.0,1557.0,1849.0,4823.00,1445.00,1571.00,1011.00,4027.00,1540.00,1326.00,1636.00,4502.00,Up is Good,Library Visits,New Earswick Library
LIB01-K,Library Visits - New Earswick Library,Monthly,2020-03-31,18744.00,1649.0,1520.0,1475.0,4644.0,1931.0,1841.0,1438.0,5210.00,1750.00,1616.00,1310.00,4676.00,1655.00,1559.00,1000.00,4214.00,Up is Good,Library Visits,New Earswick Library
LIB01-K,Library Visits - New Earswick Library,Monthly,2021-03-31,1983.00,0.0,0.0,0.0,0.0,0.0,110.0,432.0,542.00,877.00,222.00,294.00,1393.00,48.00,0.00,0.00,48.00,Up is Good,Library Visits,New Earswick Library
LIB01-K,Library Visits - New Earswick Library,Monthly,2022-03-31,14006.00,476.0,846.0,1052.0,2374.0,1167.0,1114.0,1112.0,3393.00,1296.00,1375.00,1125.00,3796.00,1454.00,1316.00,1673.00,4443.00,Up is Good,Library Visits,New Earswick Library
LIB01-K,Library Visits - New Earswick Library,Monthly,2023-03-31,,1553.0,1670.0,1704.0,4927.0,1656.0,2264.0,2167.0,6087.00,2309.00,2461.00,1719.00,6489.00,,,,,Up is Good,Library Visits,New Earswick Library
LIB01-L,Library Visits - Poppleton Library,Monthly,2012-03-31,27506.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Poppleton Library
LIB01-L,Library Visits - Poppleton Library,Monthly,2013-03-31,22482.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Poppleton Library
LIB01-L,Library Visits - Poppleton Library,Monthly,2014-03-31,23157.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Poppleton Library
LIB01-L,Library Visits - Poppleton Library,Monthly,2015-03-31,23641.00,1617.0,1788.0,1981.0,5386.0,2241.0,2227.0,2215.0,6683.00,2265.00,1986.00,1542.00,5793.00,2229.00,1730.00,1820.00,5779.00,Up is Good,Library Visits,Poppleton Library
LIB01-L,Library Visits - Poppleton Library,Monthly,2016-03-31,20903.00,1704.0,1584.0,1669.0,4957.0,1826.0,1561.0,1650.0,5037.00,1794.00,1862.00,1543.00,5199.00,1952.00,1895.00,1863.00,5710.00,Up is Good,Library Visits,Poppleton Library
LIB01-L,Library Visits - Poppleton Library,Monthly,2017-03-31,21952.00,1839.0,1700.0,2016.0,5555.0,2139.0,2084.0,1994.0,6217.00,1781.00,1623.00,1315.00,4719.00,1881.00,1604.00,1976.00,5461.00,Up is Good,Library Visits,Poppleton Library
LIB01-L,Library Visits - Poppleton Library,Monthly,2018-03-31,23137.00,1585.0,1963.0,1937.0,5485.0,2148.0,1975.0,2027.0,6150.00,1912.00,1898.00,1684.00,5494.00,2196.00,1798.00,2014.00,6008.00,Up is Good,Library Visits,Poppleton Library
LIB01-L,Library Visits - Poppleton Library,Monthly,2019-03-31,22471.00,1975.0,1665.0,2033.0,5673.0,2029.0,1964.0,1736.0,5729.00,1938.00,1911.00,1271.00,5120.00,1900.00,1766.00,2283.00,5949.00,Up is Good,Library Visits,Poppleton Library
LIB01-L,Library Visits - Poppleton Library,Monthly,2020-03-31,21276.00,1865.0,1771.0,1800.0,5436.0,1970.0,1800.0,1844.0,5614.00,2106.00,1946.00,1195.00,5247.00,1982.00,1660.00,1337.00,4979.00,Up is Good,Library Visits,Poppleton Library
LIB01-L,Library Visits - Poppleton Library,Monthly,2021-03-31,2578.00,0.0,0.0,0.0,0.0,0.0,0.0,826.0,826.00,932.00,174.00,573.00,1679.00,73.00,0.00,0.00,73.00,Up is Good,Library Visits,Poppleton Library
LIB01-L,Library Visits - Poppleton Library,Monthly,2022-03-31,11002.00,479.0,714.0,803.0,1996.0,937.0,935.0,1152.0,3024.00,958.00,978.00,801.00,2737.00,1082.00,991.00,1172.00,3245.00,Up is Good,Library Visits,Poppleton Library
LIB01-L,Library Visits - Poppleton Library,Monthly,2023-03-31,,1115.0,1093.0,1103.0,3311.0,1329.0,1564.0,1399.0,4292.00,1408.00,1381.00,1020.00,3809.00,,,,,Up is Good,Library Visits,Poppleton Library
LIB01-M,Library Visits - Rowntree Park Reading Cafe,Monthly,2012-03-31,,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Rowntree Park Reading Cafe
LIB01-M,Library Visits - Rowntree Park Reading Cafe,Monthly,2013-03-31,48264.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Rowntree Park Reading Cafe
LIB01-M,Library Visits - Rowntree Park Reading Cafe,Monthly,2014-03-31,89478.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Rowntree Park Reading Cafe
LIB01-M,Library Visits - Rowntree Park Reading Cafe,Monthly,2015-03-31,81155.00,7235.0,5738.0,6051.0,19024.0,9766.0,10020.0,7173.0,26959.00,7694.00,6406.00,5938.00,20038.00,4882.00,3646.00,6606.00,15134.00,Up is Good,Library Visits,Rowntree Park Reading Cafe
LIB01-M,Library Visits - Rowntree Park Reading Cafe,Monthly,2016-03-31,83516.00,9524.0,7582.0,7912.0,25018.0,9484.0,9398.0,8372.0,27254.00,8316.00,4044.00,2172.00,14532.00,2868.00,6092.00,7752.00,16712.00,Up is Good,Library Visits,Rowntree Park Reading Cafe
LIB01-M,Library Visits - Rowntree Park Reading Cafe,Monthly,2017-03-31,90174.00,7856.0,9436.0,8162.0,25454.0,10018.0,11862.0,8970.0,30850.00,6190.00,4858.00,3860.00,14908.00,5710.00,5938.00,7314.00,18962.00,Up is Good,Library Visits,Rowntree Park Reading Cafe
LIB01-M,Library Visits - Rowntree Park Reading Cafe,Monthly,2018-03-31,93253.00,8949.0,9616.0,8652.0,27217.0,9068.0,10871.0,10869.0,30808.00,7366.00,5744.00,4214.00,17324.00,4586.00,5676.00,7642.00,17904.00,Up is Good,Library Visits,Rowntree Park Reading Cafe
LIB01-M,Library Visits - Rowntree Park Reading Cafe,Monthly,2019-03-31,101265.00,6916.0,9802.0,8488.0,25206.0,11585.0,11365.0,9575.0,32525.00,9420.00,6933.00,4130.00,20483.00,6833.00,8363.00,7855.00,23051.00,Up is Good,Library Visits,Rowntree Park Reading Cafe
LIB01-M,Library Visits - Rowntree Park Reading Cafe,Monthly,2020-03-31,89788.00,8416.0,8480.0,7748.0,24644.0,11005.0,11370.0,9418.0,31793.00,6133.00,6410.00,5435.00,17978.00,7905.00,4825.00,2643.00,15373.00,Up is Good,Library Visits,Rowntree Park Reading Cafe
LIB01-M,Library Visits - Rowntree Park Reading Cafe,Monthly,2021-03-31,62172.00,0.0,0.0,0.0,0.0,7705.0,11043.0,9978.0,28726.00,9293.00,4345.00,5785.00,19423.00,2888.00,2130.00,9005.00,14023.00,Up is Good,Library Visits,Rowntree Park Reading Cafe
LIB01-M,Library Visits - Rowntree Park Reading Cafe,Monthly,2022-03-31,93408.00,9112.0,7936.0,8670.0,25718.0,9330.0,10354.0,9264.0,28948.00,8140.00,7064.00,5156.00,20360.00,7810.00,5066.00,5506.00,18382.00,Up is Good,Library Visits,Rowntree Park Reading Cafe
LIB01-M,Library Visits - Rowntree Park Reading Cafe,Monthly,2023-03-31,,9888.0,9324.0,9478.0,28690.0,8792.0,10868.0,7876.0,27536.00,8232.00,5114.00,4772.00,18118.00,,,,,Up is Good,Library Visits,Rowntree Park Reading Cafe
LIB01-N,Library Visits - Strensall Library,Monthly,2012-03-31,21533.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Strensall Library
LIB01-N,Library Visits - Strensall Library,Monthly,2013-03-31,20163.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Strensall Library
LIB01-N,Library Visits - Strensall Library,Monthly,2014-03-31,20903.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Strensall Library
LIB01-N,Library Visits - Strensall Library,Monthly,2015-03-31,20107.00,1552.0,1505.0,1771.0,4828.0,2387.0,1832.0,1799.0,6018.00,1578.00,1754.00,1212.00,4544.00,1641.00,1489.00,1587.00,4717.00,Up is Good,Library Visits,Strensall Library
LIB01-N,Library Visits - Strensall Library,Monthly,2016-03-31,17120.00,1333.0,1382.0,1617.0,4332.0,1884.0,1703.0,1681.0,5268.00,1352.00,1367.00,1081.00,3800.00,1388.00,1110.00,1222.00,3720.00,Up is Good,Library Visits,Strensall Library
LIB01-N,Library Visits - Strensall Library,Monthly,2017-03-31,13957.00,1190.0,1339.0,963.0,3492.0,1091.0,1393.0,1331.0,3815.00,1249.00,1152.00,794.00,3195.00,1279.00,994.00,1182.00,3455.00,Up is Good,Library Visits,Strensall Library
LIB01-N,Library Visits - Strensall Library,Monthly,2018-03-31,13129.00,950.0,917.0,1093.0,2960.0,1103.0,1336.0,1204.0,3643.00,1120.00,1183.00,753.00,3056.00,1217.00,1158.00,1095.00,3470.00,Up is Good,Library Visits,Strensall Library
LIB01-N,Library Visits - Strensall Library,Monthly,2019-03-31,12111.00,1255.0,878.0,956.0,3089.0,1183.0,1207.0,1001.0,3391.00,1228.00,1065.00,555.00,2848.00,1090.00,886.00,807.00,2783.00,Up is Good,Library Visits,Strensall Library
LIB01-N,Library Visits - Strensall Library,Monthly,2020-03-31,14955.00,914.0,1094.0,1026.0,3034.0,1392.0,1524.0,1409.0,4325.00,1452.00,1259.00,965.00,3676.00,1672.00,1394.00,854.00,3920.00,Up is Good,Library Visits,Strensall Library
LIB01-N,Library Visits - Strensall Library,Monthly,2021-03-31,2318.00,0.0,0.0,0.0,0.0,0.0,0.0,741.0,741.00,893.00,116.00,525.00,1534.00,43.00,0.00,0.00,43.00,Up is Good,Library Visits,Strensall Library
LIB01-N,Library Visits - Strensall Library,Monthly,2022-03-31,11085.00,558.0,791.0,852.0,2201.0,920.0,1141.0,1034.0,3095.00,1009.00,1014.00,702.00,2725.00,961.00,1015.00,1088.00,3064.00,Up is Good,Library Visits,Strensall Library
LIB01-N,Library Visits - Strensall Library,Monthly,2023-03-31,,980.0,1038.0,1012.0,3030.0,1104.0,1183.0,1131.0,3418.00,1182.00,1052.00,936.00,3170.00,,,,,Up is Good,Library Visits,Strensall Library
LIB01-O,Library Visits - Sycamore House Reading Cafe,Monthly,2012-03-31,,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Sycamore House Reading Cafe
LIB01-O,Library Visits - Sycamore House Reading Cafe,Monthly,2013-03-31,,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Sycamore House Reading Cafe
LIB01-O,Library Visits - Sycamore House Reading Cafe,Monthly,2014-03-31,300.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Sycamore House Reading Cafe
LIB01-O,Library Visits - Sycamore House Reading Cafe,Monthly,2015-03-31,2597.00,23.0,20.0,323.0,366.0,373.0,353.0,401.0,1127.00,331.00,263.00,206.00,800.00,142.00,65.00,97.00,304.00,Up is Good,Library Visits,Sycamore House Reading Cafe
LIB01-O,Library Visits - Sycamore House Reading Cafe,Monthly,2016-03-31,718.00,86.0,61.0,66.0,213.0,97.0,47.0,54.0,198.00,56.00,59.00,46.00,161.00,31.00,49.00,66.00,146.00,Up is Good,Library Visits,Sycamore House Reading Cafe
LIB01-O,Library Visits - Sycamore House Reading Cafe,Monthly,2017-03-31,624.00,72.0,57.0,62.0,191.0,52.0,72.0,53.0,177.00,56.00,53.00,24.00,133.00,49.00,43.00,31.00,123.00,Up is Good,Library Visits,Sycamore House Reading Cafe
LIB01-O,Library Visits - Sycamore House Reading Cafe,Monthly,2018-03-31,255.00,24.0,9.0,0.0,33.0,5.0,32.0,38.0,75.00,27.00,31.00,14.00,72.00,41.00,18.00,16.00,75.00,Up is Good,Library Visits,Sycamore House Reading Cafe
LIB01-O,Library Visits - Sycamore House Reading Cafe,Monthly,2019-03-31,-1,15.0,23.0,7.0,45.0,8.0,,,8.00,-1,-1,-1,-1,-1,-1,-1,-1,Up is Good,Library Visits,Sycamore House Reading Cafe
LIB01-P,Library Visits - Burnholme/Tang Hall Explore,Monthly,2012-03-31,55832.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Burnholme/Tang Hall Explore
LIB01-P,Library Visits - Burnholme/Tang Hall Explore,Monthly,2013-03-31,54049.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Burnholme/Tang Hall Explore
LIB01-P,Library Visits - Burnholme/Tang Hall Explore,Monthly,2014-03-31,56083.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,Burnholme/Tang Hall Explore
LIB01-P,Library Visits - Burnholme/Tang Hall Explore,Monthly,2015-03-31,62651.00,4459.0,4462.0,5277.0,14198.0,6155.0,6473.0,5978.0,18606.00,6135.00,5243.00,4044.00,15422.00,5088.00,4552.00,4785.00,14425.00,Up is Good,Library Visits,Burnholme/Tang Hall Explore
LIB01-P,Library Visits - Burnholme/Tang Hall Explore,Monthly,2016-03-31,55909.00,4172.0,4319.0,4579.0,13070.0,5646.0,5170.0,4873.0,15689.00,5065.00,4879.00,3507.00,13451.00,4578.00,4537.00,4584.00,13699.00,Up is Good,Library Visits,Burnholme/Tang Hall Explore
LIB01-P,Library Visits - Burnholme/Tang Hall Explore,Monthly,2017-03-31,57463.00,4902.0,4129.0,5281.0,14312.0,5489.0,5552.0,5091.0,16132.00,4938.00,4290.00,4197.00,13425.00,4361.00,4343.00,4890.00,13594.00,Up is Good,Library Visits,Burnholme/Tang Hall Explore
LIB01-P,Library Visits - Burnholme/Tang Hall Explore,Monthly,2018-03-31,55352.00,4058.0,4821.0,4563.0,13442.0,5332.0,5454.0,4867.0,15653.00,5159.00,4375.00,3598.00,13132.00,4568.00,3932.00,4625.00,13125.00,Up is Good,Library Visits,Burnholme/Tang Hall Explore
LIB01-P,Library Visits - Burnholme/Tang Hall Explore,Monthly,2019-03-31,119008.00,4446.0,3894.0,4385.0,12725.0,11093.0,10244.0,11196.0,32533.00,12966.00,13294.00,9890.00,36150.00,12368.00,11763.00,13469.00,37600.00,Up is Good,Library Visits,Burnholme/Tang Hall Explore
LIB01-P,Library Visits - Burnholme/Tang Hall Explore,Monthly,2020-03-31,153294.00,10513.0,13282.0,12496.0,36291.0,13576.0,11652.0,13558.0,38786.00,14579.00,14532.00,12063.00,41174.00,15009.00,13209.00,8825.00,37043.00,Up is Good,Library Visits,Burnholme/Tang Hall Explore
LIB01-P,Library Visits - Burnholme/Tang Hall Explore,Monthly,2021-03-31,15162.00,0.0,0.0,0.0,0.0,1320.0,1475.0,2634.0,5429.00,3394.00,1259.00,2146.00,6799.00,1044.00,844.00,1046.00,2934.00,Up is Good,Library Visits,Burnholme/Tang Hall Explore
LIB01-P,Library Visits - Burnholme/Tang Hall Explore,Monthly,2022-03-31,83347.00,2444.0,3454.0,5174.0,11072.0,4888.0,5966.0,7438.0,18292.00,8757.00,9633.00,6948.00,25338.00,9018.00,9405.00,10222.00,28645.00,Up is Good,Library Visits,Burnholme/Tang Hall Explore
LIB01-P,Library Visits - Burnholme/Tang Hall Explore,Monthly,2023-03-31,,7734.0,10195.0,10227.0,28156.0,9267.0,8622.0,10104.0,27993.00,11820.00,11739.00,9249.00,32808.00,,,,,Up is Good,Library Visits,Burnholme/Tang Hall Explore
LIB01-Q,Library Visits - York Explore,Monthly,2012-03-31,518511.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,York Explore
LIB01-Q,Library Visits - York Explore,Monthly,2013-03-31,515875.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,York Explore
LIB01-Q,Library Visits - York Explore,Monthly,2014-03-31,483573.00,,,,,,,,,,,,,,,,,Up is Good,Library Visits,York Explore
LIB01-Q,Library Visits - York Explore,Monthly,2015-03-31,194963.00,35664.0,36252.0,0.0,71916.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,39963.00,39939.00,43145.00,123047.00,Up is Good,Library Visits,York Explore
LIB01-Q,Library Visits - York Explore,Monthly,2016-03-31,455837.00,37973.0,37353.0,37627.0,112953.0,42530.0,42003.0,39279.0,123812.00,40212.00,35968.00,28785.00,104965.00,39249.00,39224.00,35634.00,114107.00,Up is Good,Library Visits,York Explore
LIB01-Q,Library Visits - York Explore,Monthly,2017-03-31,437009.00,39885.0,34298.0,37905.0,112088.0,37370.0,43645.0,34093.0,115108.00,36612.00,34160.00,29914.00,100686.00,35898.00,34340.00,38889.00,109127.00,Up is Good,Library Visits,York Explore
LIB01-Q,Library Visits - York Explore,Monthly,2018-03-31,426440.00,33625.0,35714.0,36574.0,105913.0,38066.0,40772.0,35790.0,114628.00,37307.00,35458.00,29247.00,102012.00,35614.00,32716.00,35557.00,103887.00,Up is Good,Library Visits,York Explore
LIB01-Q,Library Visits - York Explore,Monthly,2019-03-31,409646.00,35189.0,32967.0,34722.0,102878.0,40951.0,36213.0,33310.0,110474.00,35276.00,32475.00,26639.00,94390.00,35867.00,32732.00,33305.00,101904.00,Up is Good,Library Visits,York Explore
LIB01-Q,Library Visits - York Explore,Monthly,2020-03-31,374576.00,31269.0,33186.0,34703.0,99158.0,34422.0,37806.0,32460.0,104688.00,34851.00,29893.00,25346.00,90090.00,32193.00,30606.00,17841.00,80640.00,Up is Good,Library Visits,York Explore
LIB01-Q,Library Visits - York Explore,Monthly,2021-03-31,39254.00,0.0,0.0,0.0,0.0,3200.0,3657.0,7168.0,14025.00,9225.00,3294.00,5188.00,17707.00,2385.00,2276.00,2861.00,7522.00,Up is Good,Library Visits,York Explore
LIB01-Q,Library Visits - York Explore,Monthly,2022-03-31,180564.00,5701.0,7490.0,9149.0,22340.0,11400.0,17831.0,16841.0,46072.00,18645.00,18890.00,14046.00,51581.00,17437.00,18911.00,24223.00,60571.00,Up is Good,Library Visits,York Explore
LIB01-Q,Library Visits - York Explore,Monthly,2023-03-31,,20460.0,22722.0,21505.0,64687.0,23790.0,26425.0,23746.0,73961.00,26976.00,25494.00,19955.00,72425.00,,,,,Up is Good,Library Visits,York Explore
LIB01-S,Library Visits - Homestead Park,Monthly,2017-03-31,54488.00,,1030.0,7224.0,8254.0,11971.0,18417.0,8242.0,38630.00,4564.00,1103.00,729.00,6396.00,500.00,468.00,240.00,1208.00,Up is Good,Library Visits,Homestead Park
LIB01-S,Library Visits - Homestead Park,Monthly,2018-03-31,42693.00,3552.0,7185.0,6714.0,17451.0,8260.0,10129.0,3422.0,21811.00,1782.00,827.00,0.00,2609.00,0.00,0.00,822.00,822.00,Up is Good,Library Visits,Homestead Park
LIB01-S,Library Visits - Homestead Park,Monthly,2019-03-31,32875.00,1454.0,4248.0,5268.0,10970.0,9300.0,9883.0,2147.0,21330.00,485.00,90.00,0.00,575.00,0.00,0.00,0.00,0.00,Up is Good,Library Visits,Homestead Park
LIB01-S,Library Visits - Homestead Park,Monthly,2020-03-31,31418.00,4378.0,4518.0,3576.0,12472.0,7198.0,8775.0,2790.0,18763.00,183.00,0.00,0.00,183.00,0.00,0.00,0.00,0.00,Up is Good,Library Visits,Homestead Park
LIB01-S,Library Visits - Homestead Park,Monthly,2021-03-31,13753.00,0.0,0.0,0.0,0.0,6150.0,6280.0,1323.0,13753.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Up is Good,Library Visits,Homestead Park
LIB01-S,Library Visits - Homestead Park,Monthly,2022-03-31,18596.00,52.0,3428.0,4770.0,8250.0,3804.0,5000.0,1542.0,10346.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Up is Good,Library Visits,Homestead Park
LIB01-S,Library Visits - Homestead Park,Monthly,2023-03-31,,3988.0,2652.0,3324.0,9964.0,3722.0,7108.0,1352.0,12182.00,0.00,0.00,0.00,0.00,,,,,Up is Good,Library Visits,Homestead Park
LIB02,Books Borrowed - All Libraries,Monthly,2015-03-31,778615.00,73746.0,75121.0,58717.0,207584.0,67812.0,68830.0,61544.0,198186.00,60823.00,55451.00,44485.00,160759.00,73770.00,66349.00,71967.00,212086.00,Up is Good,Books Borrowed,All Libraries
LIB02,Books Borrowed - All Libraries,Monthly,2016-03-31,819179.00,65248.0,68960.0,65624.0,199832.0,77734.0,74421.0,69316.0,221471.00,71752.00,65424.00,56419.00,193595.00,66777.00,67961.00,69543.00,204281.00,Up is Good,Books Borrowed,All Libraries
LIB02,Books Borrowed - All Libraries,Monthly,2017-03-31,800300.00,70520.0,65923.0,65844.0,202287.0,71665.0,75737.0,66381.0,213783.00,66940.00,62730.00,55465.00,185135.00,68331.00,61815.00,68949.00,199095.00,Up is Good,Books Borrowed,All Libraries
LIB02,Books Borrowed - All Libraries,Monthly,2018-03-31,788861.00,63486.0,65397.0,63473.0,192356.0,71603.0,75689.0,67248.0,214540.00,69229.00,62433.00,54174.00,185836.00,67048.00,60639.00,68442.00,196129.00,Up is Good,Books Borrowed,All Libraries
LIB02,Books Borrowed - All Libraries,Monthly,2019-03-31,762434.00,65549.0,62012.0,60745.0,188306.0,69611.0,74311.0,64244.0,208166.00,66830.00,63554.00,48996.00,179380.00,67402.00,56939.00,62241.00,186582.00,Up is Good,Books Borrowed,All Libraries
LIB02,Books Borrowed - All Libraries,Monthly,2020-03-31,736616.00,62433.0,61311.0,58492.0,182236.0,68057.0,72578.0,61606.0,202241.00,65080.00,61065.00,50693.00,176838.00,64565.00,61446.00,49290.00,175301.00,Up is Good,Books Borrowed,All Libraries
LIB02,Books Borrowed - All Libraries,Monthly,2021-03-31,497380.00,23358.0,30053.0,25641.0,79052.0,29153.0,34455.0,57060.0,120668.00,75082.00,46637.00,46345.00,168064.00,45874.00,40534.00,43188.00,129596.00,Up is Good,Books Borrowed,All Libraries
LIB02,Books Borrowed - All Libraries,Monthly,2022-03-31,942896.00,61737.0,75250.0,73556.0,210543.0,80959.0,86059.0,80158.0,247176.00,84931.00,81846.00,69947.00,236724.00,84623.00,77470.00,86360.00,248453.00,Up is Good,Books Borrowed,All Libraries
LIB02,Books Borrowed - All Libraries,Monthly,2023-03-31,,83411.0,86865.0,80312.0,250588.0,93228.0,96978.0,87208.0,277414.00,93843.00,87472.00,76508.00,257823.00,,,,,Up is Good,Books Borrowed,All Libraries
LIB02-A,Books Borrowed - Acomb Explore,Monthly,2015-03-31,135082.00,9566.0,10401.0,11169.0,31136.0,14831.0,14708.0,12672.0,42211.00,12510.00,11704.00,8511.00,32725.00,10478.00,8812.00,9720.00,29010.00,Up is Good,Books Borrowed,Acomb Explore
LIB02-A,Books Borrowed - Acomb Explore,Monthly,2016-03-31,106081.00,8604.0,8990.0,8260.0,25854.0,11062.0,10041.0,8677.0,29780.00,9595.00,8418.00,6949.00,24962.00,8248.00,9031.00,8206.00,25485.00,Up is Good,Books Borrowed,Acomb Explore
LIB02-A,Books Borrowed - Acomb Explore,Monthly,2017-03-31,101417.00,9062.0,8254.0,8255.0,25571.0,9688.0,10033.0,8991.0,28712.00,7816.00,7797.00,6998.00,22611.00,8414.00,7580.00,8529.00,24523.00,Up is Good,Books Borrowed,Acomb Explore
LIB02-A,Books Borrowed - Acomb Explore,Monthly,2018-03-31,96494.00,7787.0,8022.0,7593.0,23402.0,9484.0,10167.0,8375.0,28026.00,7945.00,7599.00,6329.00,21873.00,7623.00,7078.00,8492.00,23193.00,Up is Good,Books Borrowed,Acomb Explore
LIB02-A,Books Borrowed - Acomb Explore,Monthly,2019-03-31,93294.00,8191.0,7618.0,7350.0,23159.0,8723.0,9359.0,7690.0,25772.00,7883.00,7766.00,6275.00,21924.00,7705.00,7050.00,7684.00,22439.00,Up is Good,Books Borrowed,Acomb Explore
LIB02-A,Books Borrowed - Acomb Explore,Monthly,2020-03-31,92134.00,7549.0,7320.0,7042.0,21911.0,9133.0,9609.0,7775.0,26517.00,8151.00,7334.00,6397.00,21882.00,8074.00,7744.00,6006.00,21824.00,Up is Good,Books Borrowed,Acomb Explore
LIB02-A,Books Borrowed - Acomb Explore,Monthly,2021-03-31,21481.00,0.0,67.0,0.0,67.0,1398.0,1289.0,3557.0,6244.00,5895.00,2056.00,2231.00,10182.00,1805.00,1631.00,1552.00,4988.00,Up is Good,Books Borrowed,Acomb Explore
LIB02-A,Books Borrowed - Acomb Explore,Monthly,2022-03-31,78578.00,3511.0,5323.0,5457.0,14291.0,7178.0,7758.0,7247.0,22183.00,7590.00,7318.00,5754.00,20662.00,7304.00,6696.00,7442.00,21442.00,Up is Good,Books Borrowed,Acomb Explore
LIB02-A,Books Borrowed - Acomb Explore,Monthly,2023-03-31,,7466.0,7661.0,6890.0,22017.0,9725.0,10098.0,8034.0,27857.00,8313.00,7491.00,6486.00,22290.00,,,,,Up is Good,Books Borrowed,Acomb Explore
LIB02-B,Books Borrowed - Bishopthorpe Library,Monthly,2015-03-31,28166.00,2305.0,2407.0,2336.0,7048.0,2804.0,2650.0,2402.0,7856.00,2536.00,2363.00,1794.00,6693.00,2418.00,1948.00,2203.00,6569.00,Up is Good,Books Borrowed,Bishopthorpe Library
LIB02-B,Books Borrowed - Bishopthorpe Library,Monthly,2016-03-31,27326.00,1975.0,2267.0,2200.0,6442.0,2616.0,2740.0,2339.0,7695.00,2326.00,2117.00,1828.00,6271.00,2240.00,2406.00,2272.00,6918.00,Up is Good,Books Borrowed,Bishopthorpe Library
LIB02-B,Books Borrowed - Bishopthorpe Library,Monthly,2017-03-31,27025.00,2235.0,2010.0,2066.0,6311.0,2426.0,2405.0,2309.0,7140.00,2300.00,2119.00,1911.00,6330.00,2513.00,2088.00,2643.00,7244.00,Up is Good,Books Borrowed,Bishopthorpe Library
LIB02-B,Books Borrowed - Bishopthorpe Library,Monthly,2018-03-31,28025.00,2255.0,2346.0,2349.0,6950.0,2558.0,2505.0,2204.0,7267.00,2581.00,2433.00,1907.00,6921.00,2437.00,2115.00,2335.00,6887.00,Up is Good,Books Borrowed,Bishopthorpe Library
